1,0,"Poslovni cilj definiran od Uprave, odobren od Nadzornog Odbora.",Company cilj,2020-12-31,1,2020-09-17 12:22:09.307000,
968,2,Utvrditi ispravnost  svih podataka u tablici kolaterala s fizièkim kolateralima u sefu,Analiza fizièkih kolaterala u sefu i usporedba s podacima u tablici kolaterala,2020-12-31,1,,
969,2,Revidirati postojeæi proces i uskladiti promjene u postupanjima te usvojiti procese od kolega iz support dijela,"Optimizacija i prijenos procesa vezanog uz zahtjeve poslodavaca, HZMO i Fine",2020-12-31,1,,
970,2,Ažurirati postojeæu procedure i upute sukladno promjenama u poslovanju,Ažuriranje procedure i uputa za arhiviranje dokumentacije,2020-12-31,1,,
971,2,"
U potpunosti ovladati procesima CDP tima (naglasak na postakvizicijski dio)
",Savladavanje svih procesa unutar postakvizicijskog dijela CDP tima,2020-12-31,2,,
972,2,"Revidiranje template-a, interne arhive i share foldera u svrhu optimizacije posla","REVIDIRANJE TEMPLATE-a, INTERNE ARHIVE I SHARE FOLDERA",2020-12-31,1,,
973,2,Prijenos poslova sa Office managera na Office asistenta,PRIJENOS POSLOVA,2020-12-31,1,,
974,2,Smanjenje troškova uredskog materijala te sanitetske opreme,SMANJENJE TROŠKOVA ,2020-12-31,1,,
975,2,Detaljno prouèiti i istražiti dodatne moguænosti aplikacije Codeks koje mogu ubrzati procese i olakšati rad,POVEÆANJE EFIKASNOST APLIKACIJE CODEKS ,2020-12-31,1,,
976,2,Utvrditi ispravnost  svih podataka u tablici kolaterala s fizièkim kolateralima u sefu,Analiza fizièkih kolaterala u sefu i usporedba s podacima u tablici kolaterala,2020-12-31,1,,
977,2,Revidirati postojeæi proces i uskladiti promjene u postupanjima te usvojiti procese od kolega iz support dijela,"Optimizacija i prijenos procesa vezanog uz zahtjeve poslodavaca, HZMO i Fine",2020-12-31,1,,
978,2,Ažurirati postojeæu procedure i upute sukladno promjenama u poslovanju,Ažuriranje procedure i uputa za arhiviranje dokumentacije,2020-12-31,1,,
979,2,"U potpunosti ovladati rješavanje excel taskova- èišæenje arhivskih tablica, transakcija i fina raèuna za promjenu vjerovnika",Savladavanje najosnovnijih excel taskova u postakviziciji,2020-12-31,2,,
980,2,napraviti Report za predmete na kojima postoji Sporazum (djelomièan) s otpisom zzk,Report,2020-12-31,1,,
981,2,Proæi edukaciju iz naprednog excela,Napredni Excel,2020-12-31,2,,
982,2,Proæi edukaciju prezentacijskih vještina,Prezentacijske vještine,2020-12-31,2,,
983,2,Oèistiti cijelu bazu podataka o klijentima i kolateralima te uspostaviti mehanizam kontrole i održavanja,Èišæenje setova podataka o klijentima i kolateralima u tablici kolaterala,2020-12-31,1,,
984,2,Optimizirati unos podataka u tablicu kolaterala,Optimizacija unosa podataka u tablicu kolaterala,2020-12-31,1,,
985,2,Kreirati proceduru i upute za process èišæenja transakcija,Kreiranje procedure i uputa za èišæenje transakcija,2020-12-31,1,,
986,2,Održati edukaciju o osnovama excela na razini odjela,Edukacija na razini odjela o osnovama excela,2020-12-31,2,,
987,2,Revidirati postojeæi proces i uskladiti promjene u postupanjima,Optimizacija postakvizicijskog procesa,2020-12-31,1,,
988,2,Kreirati proceduru i upute za èišæenje Fina reporta,Kreiranje procedura i uputa za èišæenje Fina reporta,2020-12-31,1,,
989,2,Analizirati koliko je potrebno sefova te nabavu istih za èuvanje svih originala kolaterala koje imamo.,Osigurati sef za sve originale kolaterala,2020-12-31,1,,
990,2,"Mentoriranjem i podrškom u projektima žele se jaèati komunikacijske vještine, koordinacijske aktivnosti, asertivni stil komunikacije i motiviranje tima.",Mentorstvo i podrška svim kolegama unutar tima na projektima,2020-12-31,2,,
991,2,Održati edukaciju o deponiranju izjava o prijenosu prava unutar tima,Edukacija o deponiranju izjava o prijenosu prava unutar tima,2020-12-31,2,,
992,2,"Regular daily and monthly work - performing tasks in due time, according to working schedule (independence, pro-active, correctness, in deadline)",Regular daily and monthly work,2020-12-31,1,,
993,2,Correction of old calculations according to retroactive change of health insurance,Correction of old calculations,2020-12-31,1,,
994,2,Implementation of new way of salary calculation - sick pay and vacation based on paid average salary,Implementation of new way of salary calculation ,2020-12-31,1,,
995,2,"Reading of professional literature and preparing of internal education for at least 3 articles in details from RRIF, TEB, 
RIP (or presenting education on which employee participated) ",Education,2020-12-31,2,,
996,2,Ukupno naplaceni iznos unutar polugodišta,Individualni ciljevi,2020-12-31,1,,
997,2,Broj dogovorenih uplata / postotak ostvarenih,Individualni,2020-12-31,1,,
998,2,Broj izvršenih uplata u iznosu 1000 kn i više ,Individualni,2020-12-31,1,,
999,2,Unaprijedenje komunikacijskihvještina : aktivno slušanje,Osobni razvojni,2020-12-31,2,,
1000,2,Citanje / korištenje back office i Lgal akcija,Osobni razvojni,2020-12-31,2,,
1001,2,"Poboljšanje prezentacijskih vještina kroz edukaciju HR, vlastitog istraživanja I treninga (prezentacije na kreditnom odboru, strategy meetinzima I interno)
Feedback Head AM+TL",PREZENTACIJSKE VJEŠTINE,2020-12-31,2,,
1002,2,"recovered amount from 01.07.-31.12.2020. for Retail Secured Team
",Recovered amount in MNK;,2020-12-31,1,,
1003,2,"Percentage of successfully concluded and realized / in realization agreements with debtors, guarantors and pledge debtors",Successful agreements,2020-12-31,1,,
1004,2,Cilj obuhvaæa izradu te prezentaciju Case study-a zakljuèno s 31/12/2020,Case study (1-2),2020-12-31,1,,
1005,2,"Cilj obuhvaæa osobni obilazak nekretnine/suda za predmete u Priority 1 (Field visit: gdje posljednjih 6 mjeseci nije obavljen isti ili je obavljen od strane drugog CM-a/LM-
- u sluèaju nepovoljne situacije uzrokovane virusom COVID-19, revizija KPI-a nakon 3 mjeseca",Field visit/Court visit_VOL1,2020-12-31,2,,
1006,2,Cilj obuhvaæa objavu prodaje potraživanja na web stranici B2 Nekretnine za predmete iz Priority 1 (ak je nedovoljan broj grupa u Priority 1 uzeti Priority 2 pa 3),Oglašavanje prodaje potraživanja na B2 Nekretnine,2020-12-31,2,,
1007,2,Cilj obuhvaæa poboljšanje prezetacijskih vještina (edukacija HR + samorazvoj),Prezentacijske vještine (CC2/Strategy),2020-12-31,2,,
1008,2,Pohaðanje struène edukacije iz podruèja AML u svrhu stjecanja dodatnih znanja,AML struèna edukacija,2020-12-31,1,,
1009,2,Priprema dokumentacije i pravna podrška prilikom otkazivanja ugovora o radu zaposlenika,Otkazivanje ugovora o radu,2020-12-31,1,,
1010,2,Izrada internog akta za Odjel pozadinskih poslova vezi povrata preplaæenih sredstava,Izrada internog akta za Odjel pozadinskih poslova,2020-11-30,1,,
1011,2,Održati AML prezentaciju u sklopu B2Start-a,Razvoj prezentacijskih vještina,2020-12-31,2,,
1012,2,Napraviti app za KPI za HR odjel,KPI app,2020-12-31,1,,
1013,2,voðenje pregovora I zakljuèenje ugovora za FM usluge do 30.09.2020.,Zakljuèenje FM ugovora za preuzete nekretnine,2020-12-31,1,,
1014,2,"Prikupljanje, analiza I prezentacija I sudjelovanje u odabiru najbolje ponude za certificiranje u pogledu cijene, roka izrade te ostalih relevantih elemenata ponude te praæenje realizacije I plaæanja usluge kao I arhiviranja energetskog certifikata.",Energetsko certificiranje preuzetih nekretnina,2020-12-31,1,,
1015,2,Savladavanje osobno relevantnih funikcija u DMSu,Samoedukacija u DMSu,2020-12-31,2,,
1016,2,"Management I koordinacija Solaris portfelja u vidu prodaje, zakupa, preuzimanja nekretnina, i rješavanje pravnih problema vezano za nekretnine te sudjelovanje na RESCO",Management Solaris portfelja,2020-12-31,1,,
1017,2,"Izrada I kontrola pravnih akata (ugovora o prodaji/zakupa I ostalih) te koordinacija evikcije nekretnina u vlasništvu B2K, B2RE, B2P",Pravni poslovi,2020-12-31,1,,
1018,2,Recovered amount in MKN: recovered amount from 01.07.-31.12.2020. for SME Team ,Timski cilj,2020-12-31,1,,
1019,2,"Successful agreements: percentage of successfully concluded and realized / in realization agreements with debtors, guarantors and pledge debtors  ",Timski cilj,2020-12-31,1,,
1020,2,Cilj obuhvaæa izradu te prezetaciju Case study-a zakljuèno sa 31/12/2020,Case study,2020-12-31,2,,
1021,2,"Cilj obuhvaæa osobni obilazak nekretnine/suda za predmete u Priority 1 (Field visit: gdje posljednjih 6 mjeseci nije obavljen isti ili je obavljen od strane drugog CM-a/LM-
- u sluèaju nepovoljne situacije uzrokovane virusom COVID-19, revizija KPI-a nakon 3 mjeseca)",Field visit,2020-12-31,1,,
1022,2,Cilj obuhvaæa objavu prodaje potraživanja na web stranici B2 Nekretnine za predmete iz Priority 1 (ak je nedovoljan broj grupa u Priority 1 uzeti Priority 2 pa 3),Oglašavanje prodaje potraživanja na B2 Nekretnine,2020-12-31,2,,
1023,2,3rd party due diligence uveden u postpupku zakljuèenja ugovora sa treæima (pružateljima usluga) ,implementacija 3rd party due dilgence (AML iskljuèen) ,2020-12-31,1,,
1024,2,poveæati razinu svjesti zaposlenika u poslovanju s dužnicima kao i prilikom donošenja poslovnih odluka,edukacija etika i integritet u poslovanju,2020-10-30,1,,
1025,2,jasno definrana pravila pri odabiru ponuditelja odreðenh usluga ,reguliranje postupka nabave ,2020-11-30,1,,
1026,2,poboljšati samostalno korištenje AroTron-a (pri rješavanju potrošaèkih prigovora) ,edukacija AroTron ,2020-12-31,2,,
1044,2,sfisfj,kdk,2020-12-31,1,2020-09-29 10:51:48.980000,anja.sa
1052,2,novi cilj,novi cilj,2020-12-31,1,2020-10-05 10:22:40.203000,ivana.l
1053,2,ipi,oioio,2020-12-31,1,2020-10-05 10:23:27.807000,anja.sa
1054,2,g,rte,2020-12-20,1,2020-10-07 09:48:42.850000,davorin.m
